element,system,code,display,occurrences
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229143,Metabolic disturbance NCP - Expected outcomes,31
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,227489,GU Irrigant/Urine Volume Out,31
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50908,CK-MB Index,31
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50909,Cortisol,31
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224838,Temporary Ventricular Stim Setting mA,30
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225651,Direct Bilirubin,30
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228374,Stroke Volume (SV NICOM),30
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229122,Elimination NCP - Problem resolved,30
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50964,"Osmolality, Measured",30
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80023,STAPH AUREUS COAG +,30
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223780,Daily Wake Up Deferred,29
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228176,CFI (PiCCO),29
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228180,GEDI (PiCCO),29
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50925,Folate,29
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223944,Brachial Pulse L,28
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225233,18 Gauge Reason Discontinued,28
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228376,Stroke Volume Variation (SVV NICOM),28
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228507,Pressure Ulcer #2- Location,28
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228773,Pressure ulcer #1- Odor,28
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229356,Differential - Immature Granulocytes,28
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50801,Alveolar-arterial Gradient,28
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50823,Required O2,28
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51282,"Reticulocyte Count, Absolute",28
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52171,RBC Morphology,28
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,220088,Cardiac Output (thermodilution),27
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225313,Bed Bath,27
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228179,ELWI (PiCCO),27
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228550,Pressure Ulcer #2- Type,27
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228814,Pressure ulcer #2- Stage,27
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229324,CAM-ICU Disorganized thinking,27
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229600,CAUTI Info Given,27
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225348,Midline Tubing Change,27
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223802,Nerve Stimulated,26
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224019,Bladder Irrigation,26
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224413,TOF Response,26
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224919,Impaired Skin Length #5,26
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224954,Impaired Skin Width #5,26
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225358,PA Catheter Zero/Calibrate,26
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227585,GI Guaiac,26
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227801,Stool Guaiac QC,26
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50950,Immunoglobulin G,26
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51069,"Albumin, Urine",26
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-antibiotic,90016,OXACILLIN,26
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80002,ESCHERICHIA COLI,26
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228233,PAR-Remain sedated,25
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50940,Hepatitis B Surface Antibody,25
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228596,Incision #3- Dressing Status,24
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50941,Hepatitis B Surface Antigen,24
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51462,Amorphous Crystals,24
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90204,Anaerobic Bottle Gram Stain,24
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223760,Health Care Proxy,23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223952,Pericardial Drain Status,23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224119,22 Gauge Site Appear,23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224662,Current Used/mA,23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226134,ICP Line Zero/Calibrate,23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228534,Impaired Skin #6- Treatment,23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228604,Impaired Skin #5- Dressing Status,23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,227701,Drainage Bag,23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50917,Digoxin,23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50943,Hepatitis C Virus Antibody,23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51070,"Albumin/Creatinine, Urine",23
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223954,Pericardial Drain Site,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224998,Incision Cleansing #2,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225225,CCO PAC Site Appear,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225227,CCO PAC Waveform Appear,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227352,CCO PAC Dressing Occlusive,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227751,CCO PAC Placement Confirmed by X-ray,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227805,SvO2 SQI,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228783,Pressure ulcer #1- Cleanse,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229001,Self harm NCP - Expected outcomes,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229155,Palliative Care NCP - Problem resolved,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229371,Bladder Scan Estimate,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225221,CCO PAC Cap Change,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225226,CCO PAC Tubing Change,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225316,CCO PAC Insertion Date,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,229353,Foley Cath Removal Date,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50942,Hepatitis B Virus Core Antibody,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51518,WBC Clumps,22
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223767,Intra Cranial Pressure Alarm - High,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223768,Intra Cranial Pressure Alarm - Low,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223953,Pericardial Drain Drainage,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224006,Emesis Appearance,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224899,Impaired Skin Depth #6,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224979,Tunneling Present #2,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224986,Undermining Present #2,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225024,Incision Dressing #3,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225029,Dressing Status #3,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225628,CK-MB fraction (%),21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227474,Incision Site #3,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229687,Pain Assessment Method,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226626,OR EBL,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50949,Immunoglobulin A,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51116,Lymphocytes,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51120,Monocytes,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51125,Polys,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52065,"Total Nucleated Cells, Ascites",21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90105,Respiratory Viral Antigen Screen,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90214,Respiratory Viral Culture,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90248,RAPID PLASMA REAGIN TEST,21
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225767,Sheath Site Appear,20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225770,Sheath Waveform Appear,20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226117,Sheath placed in outside facility,20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227356,Sheath Line Dressing Occlusive,20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227516,PO2 (Mixed Venous),20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228502,Impaired Skin #7- Location,20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229096,Discharge NCP - Plan revised,20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229538,PICC - Heparin Dependent,20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225765,Sheath Dressing Change,20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225766,Sheath Insertion Date,20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225769,Sheath Tubing Change,20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226571,Emesis,20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50951,Immunoglobulin M,20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90198,Staph aureus Screen,20
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224414,TOF Twitch,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224436,CT #3 Suction Amount,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224716,SBT Stopped,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224810,CT #3 Suction Type,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225732,PICC Line Tip Cultured,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226108,CCO PAC placed in outside facility,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227982,Neuro Drain #2 Status,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228137,CHG Bath,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228540,Pressure Ulcer #2- Treatment,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228605,Impaired Skin #6- Dressing Status,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225224,CCO PAC Dressing Change,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226579,Stool,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50815,O2 Flow,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51117,Macrophage,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51127,"RBC, Ascites",19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51288,Sedimentation Rate,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-antibiotic,90003,PENICILLIN G,19
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224419,Negative Insp. Force,18
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225693,Triglyceride,18
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,226889,Legal Guardian,18
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228382,Total Peripheral Resistance Index (TPRI) (NICOM),18
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228535,Impaired Skin #7- Treatment,18
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228734,Pressure ulcer #2- Wound Base,18
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228834,Pressure ulcer #2- Tunneling present,18
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228844,Pressure ulcer #2- Undermining present,18
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228856,Impaired Skin #4- Type,18
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226633,Pre-Admission,18
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51085,"HCG, Urine, Qualitative",18
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51102,"Total Protein, Urine",18
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51479,Granular Casts,18
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224702,PCV Level,17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224921,Impaired Skin Length #7,17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224956,Impaired Skin Width #7,17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225085,Post menopausal,17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225672,Lipase,17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228175,Calibrated (PiCCO),17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228184,SVV (PiCCO),17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228521,Impaired Skin #4- Cleanse,17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228582,Impaired Skin #7- Type,17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228702,Lines/Tubes,17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229104,Nutrition  NCP - Plan revised,17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225343,Midline Cap Change,17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226583,Rectal Tube,17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50946,Human Chorionic Gonadotropin,17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51176,"CD3 Cells, Percent",17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51180,"CD4 Cells, Percent",17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51194,"CD8 Cells, Percent",17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,90760,CANCELLED,17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,90785,MIXED BACTERIAL FLORA,17
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224010,GI #1 Tube Place Check,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224367,Epidural Total Dose (mL),16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225729,Multi Lumen Line Tip Cultured,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228520,Impaired Skin #3- Cleanse,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229350,Impaired Mobility NCP - Plan revised,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50975,Protein Electrophoresis,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51130,Absolute CD3 Count,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51131,Absolute CD4 Count,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51132,Absolute CD8 Count,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51181,CD4/CD8 Ratio,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51245,"Lymphocytes, Percent",16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51300,WBC Count,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51989,Oxycodone,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,52769,Absolute Lymphocyte Count,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,53153,HIV Screen,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90241,POTASSIUM HYDROXIDE PREPARATION,16
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227588,GI #1 Tube Place Method,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228343,OCAT - Lips Tongue Gums Palate,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228344,"OCAT - Saliva secretions, Voice quality",15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228345,OCAT - Swallow,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228346,OCAT - Teeth,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228566,Incision #2- Cleanse,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228687,Code Status.,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225346,Midline Insertion Date,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,225762,Sheath Cap Change,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226567,Straight Cath,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226589,Chest Tube #2,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226590,L Pleural #1,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,50849,"Total Protein, Ascites",15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51099,Protein/Creatinine Ratio,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51147,Bite Cells,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51706,Problem Specimen,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51733,STX2,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51734,STX3,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51752,Voided Specimen,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51865,Influenza A by PCR,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51873,Influenza B by PCR,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80026,PSEUDOMONAS AERUGINOSA,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-organism,80112,BACTEROIDES FRAGILIS GROUP,15
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,223801,NMB Medication,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224359,QTc,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224428,CT #3 Crepitus,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224432,CT #3 Dressing,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,225684,Serum Osmolality,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227577,BiPap Mode,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227578,BiPap Mask,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,228300,CAM-ICU MS change,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229140,Substance withdrawal NCP - Plan revised,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,229349,Impaired Mobility NCP - Problem resolved,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-items,226602,Jackson Pratt #4,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51134,Acanthocytes,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51219,H/O Smear,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51732,STX1,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-d-labitems,51737,STX6,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90243,CAMPYLOBACTER CULTURE,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-microbiology-test,90267,FECAL CULTURE,14
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224430,CT #3 Drainage,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224746,Transpulmonary Pressure (Exp. Hold),13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224747,Transpulmonary Pressure (Insp. Hold),13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224890,Impaired Skin Cleanse #4,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,224981,Tunneling Present #4,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227579,BiPap EPAP,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227580,BiPap IPAP,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227582,BiPap O2 Flow,13
Observation.code,http://mimic.mit.edu/fhir/mimic/CodeSystem/mimic-chartevents-d-items,227686,Central Venous O2% Sat,13
